delta_ms,observe_baseline,observe_read_repair,observe_anti_entropy,observe_hinted_handoff
0.000000,0.002604,0.002788,0.002712,0.804241
10.000000,0.002604,0.002788,0.002712,0.804241
20.000000,0.002604,0.002788,0.002712,0.804241
30.000000,0.002604,0.002788,0.002712,0.804241
40.000000,0.002604,0.002788,0.002712,0.804241
50.000000,0.002604,0.002788,0.002712,0.804241
60.000000,0.002604,0.002788,0.002712,0.804241
70.000000,0.002604,0.002788,0.002712,0.804241
80.000000,0.002604,0.002788,0.002712,0.804241
90.000000,0.002604,0.002788,0.002712,0.804241
100.000000,0.002604,0.002788,0.002712,0.804241
110.000000,0.002604,0.002788,0.002712,0.804241
120.000000,0.002604,0.002788,0.002712,0.804241
130.000000,0.002604,0.002788,0.002712,0.804241
140.000000,0.002604,0.002788,0.002712,0.804241
150.000000,0.002604,0.002788,0.002712,0.804241
160.000000,0.002604,0.002788,0.002712,0.804241
170.000000,0.002604,0.002788,0.002712,0.804241
180.000000,0.002604,0.002788,0.002712,0.804241
190.000000,0.002604,0.002788,0.002712,0.804241
200.000000,0.002604,0.002788,0.002712,0.804241
