delta_ms,predict_baseline,observe_baseline,observe_read_repair,observe_anti_entropy,observe_hinted_handoff
0.000000,0.544000,0.900693,0.891472,0.880542,0.877703
10.000000,1.000000,0.999887,0.999783,0.982165,0.999835
20.000000,1.000000,0.999887,0.999783,0.982165,0.999835
30.000000,1.000000,0.999887,0.999783,0.982165,0.999835
40.000000,1.000000,0.999887,0.999783,0.982165,0.999835
50.000000,1.000000,0.999887,0.999783,0.982165,0.999835
60.000000,1.000000,0.999887,0.999783,0.982165,0.999835
70.000000,1.000000,0.999887,0.999783,0.982165,0.999835
80.000000,1.000000,0.999887,0.999783,0.982165,0.999835
90.000000,1.000000,0.999887,0.999783,0.982165,0.999835
100.000000,1.000000,0.999887,0.999783,0.982165,0.999835
110.000000,1.000000,0.999887,0.999783,0.982165,0.999835
120.000000,1.000000,0.999887,0.999783,0.982165,0.999835
130.000000,1.000000,0.999887,0.999783,0.982165,0.999835
140.000000,1.000000,0.999887,0.999783,0.982165,0.999835
150.000000,1.000000,0.999887,0.999783,0.982165,0.999835
160.000000,1.000000,0.999887,0.999783,0.982165,0.999835
170.000000,1.000000,0.999887,0.999783,0.982165,0.999835
180.000000,1.000000,0.999887,0.999783,0.982165,0.999835
190.000000,1.000000,0.999887,0.999783,0.982165,0.999835
200.000000,1.000000,0.999887,0.999783,0.982165,0.999835
