delta_ms,predict_baseline,observe_baseline,observe_read_repair,observe_anti_entropy,observe_hinted_handoff
0.000000,0.571800,0.932724,0.987847,0.954306,0.929740
4.000000,0.902800,0.956358,0.998619,0.979399,0.956239
8.000000,0.999800,0.960853,0.999724,0.985285,0.963053
12.000000,1.000000,0.963317,1.000000,0.987144,0.965475
16.000000,1.000000,0.965927,1.000000,0.989622,0.966535
20.000000,1.000000,0.969262,1.000000,0.991016,0.968201
24.000000,1.000000,0.971872,1.000000,0.992100,0.969564
28.000000,1.000000,0.973612,1.000000,0.993185,0.971078
32.000000,1.000000,0.976512,1.000000,0.994114,0.973349
36.000000,1.000000,0.978251,1.000000,0.995818,0.975015
40.000000,1.000000,0.980281,1.000000,0.996283,0.975924
44.000000,1.000000,0.982456,1.000000,0.996437,0.976832
48.000000,1.000000,0.983761,1.000000,0.996437,0.978044
52.000000,1.000000,0.984631,1.000000,0.996747,0.979255
56.000000,1.000000,0.985646,1.000000,0.996747,0.979861
60.000000,1.000000,0.987821,1.000000,0.997057,0.980618
64.000000,1.000000,0.988546,1.000000,0.997367,0.981526
68.000000,1.000000,0.990286,1.000000,0.997522,0.982889
72.000000,1.000000,0.990866,1.000000,0.997986,0.983646
76.000000,1.000000,0.991736,1.000000,0.997986,0.984706
80.000000,1.000000,0.992750,1.000000,0.997986,0.985615
84.000000,1.000000,0.992750,1.000000,0.997986,0.986675
88.000000,1.000000,0.993765,1.000000,0.998141,0.987432
92.000000,1.000000,0.994055,1.000000,0.998141,0.987735
96.000000,1.000000,0.994780,1.000000,0.998141,0.988643
100.000000,1.000000,0.995070,1.000000,0.998296,0.989249
104.000000,1.000000,0.995505,1.000000,0.998451,0.989855
108.000000,1.000000,0.995940,1.000000,0.998451,0.990006
112.000000,1.000000,0.996085,1.000000,0.998606,0.991369
116.000000,1.000000,0.996665,1.000000,0.998916,0.992126
120.000000,1.000000,0.996955,1.000000,0.999380,0.992580
124.000000,1.000000,0.997100,1.000000,0.999535,0.993035
128.000000,1.000000,0.997390,1.000000,0.999690,0.993337
132.000000,1.000000,0.998115,1.000000,0.999845,0.993337
136.000000,1.000000,0.998550,1.000000,0.999845,0.993943
140.000000,1.000000,0.998695,1.000000,0.999845,0.994094
144.000000,1.000000,0.998985,1.000000,0.999845,0.994549
148.000000,1.000000,0.999130,1.000000,1.000000,0.995154
152.000000,1.000000,0.999275,1.000000,1.000000,0.995457
156.000000,1.000000,0.999420,1.000000,1.000000,0.995760
160.000000,1.000000,0.999420,1.000000,1.000000,0.996214
164.000000,1.000000,0.999710,1.000000,1.000000,0.996366
168.000000,1.000000,1.000000,1.000000,1.000000,0.996517
172.000000,1.000000,1.000000,1.000000,1.000000,0.996972
176.000000,1.000000,1.000000,1.000000,1.000000,0.997274
180.000000,1.000000,1.000000,1.000000,1.000000,0.997426
184.000000,1.000000,1.000000,1.000000,1.000000,0.997577
188.000000,1.000000,1.000000,1.000000,1.000000,0.997729
192.000000,1.000000,1.000000,1.000000,1.000000,0.997729
196.000000,1.000000,1.000000,1.000000,1.000000,0.997729
200.000000,1.000000,1.000000,1.000000,1.000000,0.997729
