delta_ms,observe_baseline,observe_read_repair,observe_anti_entropy,observe_hinted_handoff
0.000000,0.738354,0.796972,0.776047,0.721040
1.000000,0.738354,0.796972,0.776047,0.721040
2.000000,0.738354,0.796972,0.776047,0.721040
3.000000,0.738354,0.796972,0.776047,0.721040
4.000000,0.738354,0.796972,0.776047,0.721040
5.000000,0.738354,0.796972,0.776047,0.721040
6.000000,0.738354,0.796972,0.776047,0.721040
7.000000,0.738354,0.796972,0.776047,0.721040
8.000000,0.738354,0.796972,0.776047,0.721040
9.000000,0.738354,0.796972,0.776047,0.721040
10.000000,0.738354,0.796972,0.776047,0.721040
11.000000,0.738354,0.796972,0.776047,0.721040
12.000000,0.738354,0.796972,0.776047,0.721040
13.000000,0.738354,0.796972,0.776047,0.721040
14.000000,0.738354,0.796972,0.776047,0.721040
15.000000,0.738354,0.796972,0.776047,0.721040
16.000000,0.738354,0.796972,0.776047,0.721040
17.000000,0.738354,0.796972,0.776047,0.721040
18.000000,0.738354,0.796972,0.776047,0.721040
19.000000,0.738354,0.796972,0.776047,0.721040
20.000000,0.738354,0.796972,0.776047,0.721040
