delta_ms,observe_baseline,observe_read_repair,observe_anti_entropy,observe_hinted_handoff
0.000000,0.990554,0.992485,0.991092,0.988363
1.000000,0.997476,0.997770,0.997328,0.995194
2.000000,0.999430,0.999505,0.999271,0.998314
3.000000,0.999919,1.000000,0.999919,0.998482
4.000000,0.999919,1.000000,0.999919,0.998735
5.000000,0.999919,1.000000,0.999919,0.998735
6.000000,0.999919,1.000000,0.999919,0.998735
7.000000,0.999919,1.000000,0.999919,0.998735
8.000000,0.999919,1.000000,0.999919,0.998735
9.000000,0.999919,1.000000,0.999919,0.998735
10.000000,0.999919,1.000000,0.999919,0.998735
11.000000,0.999919,1.000000,0.999919,0.998735
12.000000,0.999919,1.000000,0.999919,0.998735
13.000000,0.999919,1.000000,0.999919,0.998735
14.000000,0.999919,1.000000,0.999919,0.998735
15.000000,0.999919,1.000000,0.999919,0.998735
16.000000,0.999919,1.000000,0.999919,0.998735
17.000000,0.999919,1.000000,0.999919,0.998735
18.000000,0.999919,1.000000,0.999919,0.998735
19.000000,0.999919,1.000000,0.999919,0.998735
20.000000,0.999919,1.000000,0.999919,0.998735
