delta_ms,predict_baseline,observe_baseline,observe_read_repair,observe_anti_entropy,observe_hinted_handoff
0.000000,0.592800,0.913087,0.958394,0.894413,0.922106
4.000000,0.912600,0.967102,0.997544,0.939710,0.967752
8.000000,0.999800,0.976153,1.000000,0.950600,0.973828
12.000000,1.000000,0.980606,1.000000,0.957702,0.977411
16.000000,1.000000,0.983336,1.000000,0.962437,0.980682
20.000000,1.000000,0.987071,1.000000,0.969381,0.983642
24.000000,1.000000,0.989226,1.000000,0.973169,0.986291
28.000000,1.000000,0.991237,1.000000,0.976799,0.988316
32.000000,1.000000,0.993535,1.000000,0.979798,0.989718
36.000000,1.000000,0.995547,1.000000,0.982323,0.990809
40.000000,1.000000,0.996409,1.000000,0.983744,0.991587
44.000000,1.000000,0.997271,1.000000,0.985795,0.992834
48.000000,1.000000,0.997558,1.000000,0.987374,0.993457
52.000000,1.000000,0.998420,1.000000,0.988321,0.993924
56.000000,1.000000,0.998707,1.000000,0.990057,0.994859
60.000000,1.000000,0.999138,1.000000,0.991477,0.995326
64.000000,1.000000,0.999282,1.000000,0.992109,0.995482
68.000000,1.000000,0.999569,1.000000,0.993213,0.995638
72.000000,1.000000,1.000000,1.000000,0.993687,0.996261
76.000000,1.000000,1.000000,1.000000,0.994476,0.996417
80.000000,1.000000,1.000000,1.000000,0.995265,0.996417
84.000000,1.000000,1.000000,1.000000,0.995581,0.996417
88.000000,1.000000,1.000000,1.000000,0.995896,0.996417
92.000000,1.000000,1.000000,1.000000,0.996528,0.996417
96.000000,1.000000,1.000000,1.000000,0.997948,0.996417
100.000000,1.000000,1.000000,1.000000,0.998106,0.996417
104.000000,1.000000,1.000000,1.000000,0.998106,0.996417
108.000000,1.000000,1.000000,1.000000,0.998264,0.996417
112.000000,1.000000,1.000000,1.000000,0.998580,0.996417
116.000000,1.000000,1.000000,1.000000,0.999053,0.996417
120.000000,1.000000,1.000000,1.000000,0.999369,0.996728
124.000000,1.000000,1.000000,1.000000,0.999369,0.996884
128.000000,1.000000,1.000000,1.000000,0.999842,0.996884
132.000000,1.000000,1.000000,1.000000,1.000000,0.996884
136.000000,1.000000,1.000000,1.000000,1.000000,0.996884
140.000000,1.000000,1.000000,1.000000,1.000000,0.996884
144.000000,1.000000,1.000000,1.000000,1.000000,0.996884
148.000000,1.000000,1.000000,1.000000,1.000000,0.996884
152.000000,1.000000,1.000000,1.000000,1.000000,0.996884
156.000000,1.000000,1.000000,1.000000,1.000000,0.996884
160.000000,1.000000,1.000000,1.000000,1.000000,0.996884
164.000000,1.000000,1.000000,1.000000,1.000000,0.996884
168.000000,1.000000,1.000000,1.000000,1.000000,0.996884
172.000000,1.000000,1.000000,1.000000,1.000000,0.996884
176.000000,1.000000,1.000000,1.000000,1.000000,0.997040
180.000000,1.000000,1.000000,1.000000,1.000000,0.997352
184.000000,1.000000,1.000000,1.000000,1.000000,0.997352
188.000000,1.000000,1.000000,1.000000,1.000000,0.997352
192.000000,1.000000,1.000000,1.000000,1.000000,0.997507
196.000000,1.000000,1.000000,1.000000,1.000000,0.997507
200.000000,1.000000,1.000000,1.000000,1.000000,0.997663
