delta_ms,observe_baseline,observe_read_repair,observe_anti_entropy,observe_hinted_handoff
0.000000,0.895426,0.896854,0.894038,0.888119
10.000000,0.999726,0.999624,0.999782,0.999665
20.000000,0.999726,0.999624,0.999782,0.999665
30.000000,0.999781,0.999624,0.999782,0.999665
40.000000,0.999781,0.999624,0.999782,0.999665
50.000000,0.999781,0.999624,0.999782,0.999665
60.000000,0.999781,0.999624,0.999782,0.999665
70.000000,0.999781,0.999624,0.999782,0.999665
80.000000,0.999781,0.999624,0.999782,0.999665
90.000000,0.999781,0.999624,0.999782,0.999665
100.000000,0.999781,0.999624,0.999782,0.999665
110.000000,0.999781,0.999624,0.999782,0.999665
120.000000,0.999781,0.999624,0.999782,0.999665
130.000000,0.999781,0.999624,0.999782,0.999665
140.000000,0.999781,0.999624,0.999782,0.999665
150.000000,0.999781,0.999624,0.999782,0.999665
160.000000,0.999781,0.999624,0.999782,0.999665
170.000000,0.999781,0.999624,0.999782,0.999665
180.000000,0.999781,0.999624,0.999782,0.999665
190.000000,0.999781,0.999624,0.999782,0.999665
200.000000,0.999781,0.999624,0.999782,0.999665
