delta_ms,predict_baseline,observe_baseline,observe_read_repair,observe_anti_entropy,observe_hinted_handoff
0.000000,0.547000,0.893878,0.912287,0.906713,0.892744
10.000000,1.000000,0.998980,0.999317,0.999312,0.999649
20.000000,1.000000,0.998980,0.999317,0.999312,0.999649
30.000000,1.000000,0.998980,0.999317,0.999312,0.999649
40.000000,1.000000,0.998980,0.999317,0.999312,0.999649
50.000000,1.000000,0.998980,0.999317,0.999312,0.999649
60.000000,1.000000,0.998980,0.999317,0.999312,0.999649
70.000000,1.000000,0.998980,0.999317,0.999312,0.999649
80.000000,1.000000,0.998980,0.999317,0.999312,0.999649
90.000000,1.000000,0.998980,0.999317,0.999312,0.999649
100.000000,1.000000,0.998980,0.999317,0.999312,0.999649
110.000000,1.000000,0.998980,0.999317,0.999312,0.999649
120.000000,1.000000,0.998980,0.999317,0.999312,0.999649
130.000000,1.000000,0.998980,0.999317,0.999312,0.999649
140.000000,1.000000,0.998980,0.999317,0.999312,0.999649
150.000000,1.000000,0.998980,0.999317,0.999312,0.999649
160.000000,1.000000,0.998980,0.999317,0.999312,0.999649
170.000000,1.000000,0.998980,0.999317,0.999312,0.999649
180.000000,1.000000,0.998980,0.999317,0.999312,0.999649
190.000000,1.000000,0.998980,0.999317,0.999312,0.999649
200.000000,1.000000,0.998980,0.999317,0.999312,0.999649
