delta_ms,observe_baseline,observe_read_repair,observe_anti_entropy,observe_hinted_handoff
0.000000,0.893574,0.911975,0.906089,0.892432
10.000000,0.998640,0.998976,0.998624,0.999299
20.000000,0.998640,0.998976,0.998624,0.999299
30.000000,0.998640,0.998976,0.998624,0.999299
40.000000,0.998640,0.998976,0.998624,0.999299
50.000000,0.998640,0.998976,0.998624,0.999299
60.000000,0.998640,0.998976,0.998624,0.999299
70.000000,0.998640,0.998976,0.998624,0.999299
80.000000,0.998640,0.998976,0.998624,0.999299
90.000000,0.998640,0.998976,0.998624,0.999299
100.000000,0.998640,0.998976,0.998624,0.999299
110.000000,0.998640,0.998976,0.998624,0.999299
120.000000,0.998640,0.998976,0.998624,0.999299
130.000000,0.998640,0.998976,0.998624,0.999299
140.000000,0.998640,0.998976,0.998624,0.999299
150.000000,0.998640,0.998976,0.998624,0.999299
160.000000,0.998640,0.998976,0.998624,0.999299
170.000000,0.998640,0.998976,0.998624,0.999299
180.000000,0.998640,0.998976,0.998624,0.999299
190.000000,0.998640,0.998976,0.998624,0.999299
200.000000,0.998640,0.998976,0.998624,0.999299
