delta_ms,predict_baseline,observe_baseline,observe_read_repair,observe_anti_entropy,observe_hinted_handoff
0.000000,0.543000,0.898865,0.897313,0.896527,0.883721
10.000000,1.000000,0.999725,0.999946,0.999783,0.999891
20.000000,1.000000,0.999780,0.999946,0.999783,0.999891
30.000000,1.000000,0.999780,0.999946,0.999783,0.999891
40.000000,1.000000,0.999780,0.999946,0.999783,0.999891
50.000000,1.000000,0.999780,0.999946,0.999783,0.999891
60.000000,1.000000,0.999780,0.999946,0.999783,0.999891
70.000000,1.000000,0.999780,0.999946,0.999783,0.999891
80.000000,1.000000,0.999780,0.999946,0.999783,0.999891
90.000000,1.000000,0.999780,0.999946,0.999783,0.999891
100.000000,1.000000,0.999780,0.999946,0.999783,0.999891
110.000000,1.000000,0.999780,0.999946,0.999783,0.999891
120.000000,1.000000,0.999780,0.999946,0.999783,0.999891
130.000000,1.000000,0.999780,0.999946,0.999783,0.999891
140.000000,1.000000,0.999780,0.999946,0.999783,0.999891
150.000000,1.000000,0.999780,0.999946,0.999783,0.999891
160.000000,1.000000,0.999780,0.999946,0.999783,0.999891
170.000000,1.000000,0.999780,0.999946,0.999783,0.999891
180.000000,1.000000,0.999780,0.999946,0.999783,0.999891
190.000000,1.000000,0.999780,0.999946,0.999783,0.999891
200.000000,1.000000,0.999780,0.999946,0.999783,0.999891
