delta_ms,observe_baseline,observe_read_repair,observe_anti_entropy,observe_hinted_handoff
0.000000,0.897769,0.892378,0.900102,0.882314
10.000000,0.995338,0.998364,0.998307,0.998028
20.000000,0.995338,0.998364,0.998645,0.998028
30.000000,0.995338,0.998364,0.998645,0.998028
40.000000,0.995338,0.998364,0.998645,0.998028
50.000000,0.995338,0.998364,0.998645,0.998028
60.000000,0.995338,0.998364,0.998645,0.998028
70.000000,0.995338,0.998364,0.998645,0.998028
80.000000,0.995338,0.998364,0.998645,0.998028
90.000000,0.995338,0.998364,0.998645,0.998028
100.000000,0.995338,0.998364,0.998645,0.998028
110.000000,0.995338,0.998364,0.998645,0.998028
120.000000,0.995338,0.998364,0.998645,0.998028
130.000000,0.995338,0.998364,0.998645,0.998028
140.000000,0.995338,0.998364,0.998645,0.998028
150.000000,0.995338,0.998364,0.998645,0.998028
160.000000,0.995338,0.998364,0.998645,0.998028
170.000000,0.995338,0.998364,0.998645,0.998028
180.000000,0.995338,0.998364,0.998645,0.998028
190.000000,0.995338,0.998364,0.998645,0.998028
200.000000,0.995338,0.998364,0.998645,0.998028
