delta_ms,predict_baseline,observe_baseline,observe_read_repair,observe_anti_entropy,observe_hinted_handoff
0.000000,0.589000,0.897769,0.892962,0.900712,0.882895
10.000000,1.000000,0.995338,0.999018,0.998983,0.998684
20.000000,1.000000,0.995338,0.999018,0.999322,0.998684
30.000000,1.000000,0.995338,0.999018,0.999322,0.998684
40.000000,1.000000,0.995338,0.999018,0.999322,0.998684
50.000000,1.000000,0.995338,0.999018,0.999322,0.998684
60.000000,1.000000,0.995338,0.999018,0.999322,0.998684
70.000000,1.000000,0.995338,0.999018,0.999322,0.998684
80.000000,1.000000,0.995338,0.999018,0.999322,0.998684
90.000000,1.000000,0.995338,0.999018,0.999322,0.998684
100.000000,1.000000,0.995338,0.999018,0.999322,0.998684
110.000000,1.000000,0.995338,0.999018,0.999322,0.998684
120.000000,1.000000,0.995338,0.999018,0.999322,0.998684
130.000000,1.000000,0.995338,0.999018,0.999322,0.998684
140.000000,1.000000,0.995338,0.999018,0.999322,0.998684
150.000000,1.000000,0.995338,0.999018,0.999322,0.998684
160.000000,1.000000,0.995338,0.999018,0.999322,0.998684
170.000000,1.000000,0.995338,0.999018,0.999322,0.998684
180.000000,1.000000,0.995338,0.999018,0.999322,0.998684
190.000000,1.000000,0.995338,0.999018,0.999322,0.998684
200.000000,1.000000,0.995338,0.999018,0.999322,0.998684
