delta_ms,observe_baseline,observe_read_repair,observe_anti_entropy,observe_hinted_handoff
0.000000,0.888465,0.893024,0.892774,0.885593
10.000000,0.991088,0.999726,0.999777,0.999828
20.000000,0.991088,0.999726,0.999833,0.999885
30.000000,0.991088,0.999726,0.999833,0.999885
40.000000,0.991088,0.999726,0.999833,0.999885
50.000000,0.991088,0.999726,0.999833,0.999885
60.000000,0.991088,0.999726,0.999833,0.999885
70.000000,0.991088,0.999726,0.999833,0.999885
80.000000,0.991088,0.999726,0.999833,0.999885
90.000000,0.991088,0.999726,0.999833,0.999885
100.000000,0.991088,0.999726,0.999833,0.999885
110.000000,0.991088,0.999726,0.999833,0.999885
120.000000,0.991088,0.999726,0.999833,0.999885
130.000000,0.991088,0.999726,0.999833,0.999885
140.000000,0.991088,0.999726,0.999833,0.999885
150.000000,0.991088,0.999726,0.999833,0.999885
160.000000,0.991088,0.999726,0.999833,0.999885
170.000000,0.991088,0.999726,0.999833,0.999885
180.000000,0.991088,0.999726,0.999833,0.999885
190.000000,0.991088,0.999726,0.999833,0.999885
200.000000,0.991088,0.999726,0.999833,0.999885
