delta_ms,observe_baseline,observe_read_repair,observe_anti_entropy
0.000000,0.994126,0.993694,0.995040
0.500000,0.994126,0.993694,0.995040
1.000000,0.994126,0.993694,0.995040
1.500000,0.994126,0.993694,0.995040
2.000000,0.994126,0.993694,0.995040
2.500000,0.994126,0.993694,0.995040
3.000000,0.994126,0.993694,0.995040
3.500000,0.994126,0.993694,0.995040
4.000000,0.994126,0.993694,0.995040
4.500000,0.994126,0.993694,0.995040
5.000000,0.994126,0.993694,0.995040
